url,product_name,current_price,original_price,discount,rating,review_count,colors,sizes,description,features,image_urls
https://www.jcpenney.com/p/liz-claiborne-womens-tall-boat-neck-short-sleeve-blouse/ppr5008625679?pTmplType=regular&searchTerm=tshirt,Liz Claiborne Womens Tall Boat Neck Short Sleeve Blouse,17.99,38.0,52.0,,,"White , Blue Yonder , Stone Heather , Signature Navy , Cabaret Red , Seagreen , Coffee , Stunning Orchid","medium tall , large tall , small tall , xx-large tall , x-large tall",,"Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Boat Neck | Sleeve Length: Short Sleeve | Sleeve Style: Fitted Sleeve | Apparel Length: 25.25 Inches | Fiber Content: 58% Cotton, 39% Polyester, 3% Spandex | Fabric Description: Rib | Care: Machine Wash, Tumble Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1202202513060710M | https://jcpenney.scene7.com/is/image/JCPenney/DP1202202513055874M | https://jcpenney.scene7.com/is/image/JCPenney/DP1202202513060291M
https://www.jcpenney.com/p/ana-womens-tall-v-neck-short-sleeve-t-shirt/ppr5008610174?pTmplType=regular&searchTerm=tshirt,a.n.a Womens Tall V Neck Short Sleeve T-Shirt,7.99,20.0,60.0,,,"Coral Frost , Hawthorn Rose , Birchwood , Black , Med Heather Grey , White , White Stripe , Navy Stripe","medium tall , large tall , small tall , xx-large tall , x-large tall","The simple design of this women's tall a.n.a t-shirt effortlessly adds everyday style to your essential collection. Made from soft cotton-jersey, it has a V-neckline and short sleeves. Wear this versatile tee with everything in your wardrobe.","Features: Essentials | Closure Type: Pullover Head | Fit: Regular Fit | Neckline: V Neck | Sleeve Length: Short Sleeve | Sleeve Style: Drop-Shoulder Sleeve | Apparel Length: 26 Inches | Fiber Content: 100% Cotton | Fabric Description: Jersey | Care: Machine Wash, Tumble Dry | Material: Jersey | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0114202613031418M | https://jcpenney.scene7.com/is/image/JCPenney/DP0114202613031521M | https://jcpenney.scene7.com/is/image/JCPenney/DP0114202613031625M
https://www.jcpenney.com/p/st-johns-bay-womens-easy-on-easy-off-v-neck-3-4-sleeve-adaptive-t-shirt/ppr5008551881?pTmplType=regular&searchTerm=tshirt,St. John's Bay Womens Easy-on + Easy-off V Neck 3/4 Sleeve Adaptive T-Shirt,15.99,20.0,20%,5.0,1,"American Navy , Black , White , Cabaret Red , Oregano , Preppy Pink , Tropic Blue , Tropical Orchid","large , x-small , xx-large , x-large , small , medium","The St. John’s Bay women’s t-shirt brings a thoughtful, easy-going touch to your daily basics. This pullover features a V-neckline, 3/4 sleeves, and a tag-free design. Crafted with flat seams and a wide neck for smooth, all-day comfort, its regular fit makes it a reliable essential when layered under a light cardigan for a morning walk.","Features: Adaptive, Essentials | Closure Type: Pullover Head | Fit: Regular Fit | Neckline: V Neck | Sleeve Length: 3/4 Sleeve | Apparel Length: 26 Inches | Fiber Content: 100% Cotton | Fabric Description: Rib Knit | Care: Tumble Dry, Machine Wash | Certifications And Listings: Oeko-Tex Standard 100 | Adaptive Features: Tag Free, Flat Seams, Wide Neck | Material: Cotton | Oeko-Tex Standard 100 Label: Kl020 178692 | Oeko-Tex Standard 100 Test Institute: Testex Ag | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1002202509032127M | https://jcpenney.scene7.com/is/image/JCPenney/DP1002202509031918M | https://jcpenney.scene7.com/is/image/JCPenney/DP0102202605531464M | https://jcpenney.scene7.com/is/image/JCPenney/DP1001202509024100M | https://jcpenney.scene7.com/is/image/JCPenney/DP1002202509032335M
https://www.jcpenney.com/p/arizona-mens-v-neck-short-sleeve-t-shirt/ppr5008412009?pTmplType=regular&searchTerm=tshirt,Arizona Mens V Neck Short Sleeve T-Shirt,5.99,12.0,50.0,4.3509,57,"French Bread , Black , Navy Shadow , White , Kidney Bean , Smoked Pearl","large , xx-large , x-small , x-large , small , medium","Line your wardrobe with comfortable essentials like this men's Arizona Jeans Co. t-shirt. Made from soft cotton-jersey with recycled fabric, it has a v-neckline and short sleeves.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: V Neck | Sleeve Length: Short Sleeve | Apparel Length: 28.5 Inches | Fiber Content: 60% Cotton, 40% Recycled Polyester | Fabric Description: Jersey | Care: Machine Wash, Tumble Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0329202413035690M | https://jcpenney.scene7.com/is/image/JCPenney/DP0329202413035484M | https://jcpenney.scene7.com/is/image/JCPenney/DP0329202413035999M
https://www.jcpenney.com/p/arizona-mens-v-neck-short-sleeve-t-shirt/ppr5008637794?pTmplType=regular&searchTerm=tshirt,Arizona Mens V Neck Short Sleeve T-Shirt,5.99,12.0,50.0,4.3509,57,"Brown Heather , Bering Sea , Rose Smoke , Texoma Wheat , Azure Blue , Trellis Green","large , xx-large , x-large , small , medium","Safely designed from cotton-knit with REPREVE recylced fabric, this men's pullover t-shirt from Arizona Jeans Co. has a V-neck and short sleeves. Pair this essential with everything from jeans to a blazer and tailored pants.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: V Neck | Sleeve Length: Short Sleeve | Apparel Length: 28.5 Inches | Fiber Content: 60% Cotton, 40% Repreve Recycled Polyester | Fabric Description: Jersey | Care: Tumble Dry, Machine Wash | Material: Cotton Blend | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1212202511051890M | https://jcpenney.scene7.com/is/image/JCPenney/DP1212202511051681M | https://jcpenney.scene7.com/is/image/JCPenney/DP1212202511051786M
https://www.jcpenney.com/p/st-johns-bay-super-soft-mens-crew-neck-short-sleeve-big-and-tall-t-shirt/ppr5008537309?pTmplType=regular&searchTerm=tshirt,St. John's Bay Super Soft Mens Crew Neck Short Sleeve Big and Tall T-Shirt,12.99,25.0,48.0,4.5733,382,"Nav Green Htr , True Navy Htr , Blue Coral Sdh , Magenta Plum , Buttercup , Dark Ivy Sdh","6x-large , medium tall , 2x-large , large tall , 2x-large tall , 4x-large tall , 5x-large , 3x-large tall , 4x-large , x-large tall , 5x-large tall , 1x-large tall , 3x-large","Stock up on everyday wardrobe essentials with this St. John's Bay men's big and tall super-soft t-shirt. Made from soft cotton-jersey, this pullover tee has a classic-fit, a crew neck and short sleeves. Wear it with jeans, shorts or pants.","Closure Type: Pullover Head | Fit: Classic Fit | Neckline: Crew Neck | Sleeve Length: Short Sleeve | Fiber Content: 60% Cotton, 40% Polyester | Fabric Description: Jersey | Care: Tumble Dry, Machine Wash | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0819202513051549M | https://jcpenney.scene7.com/is/image/JCPenney/DP0819202513051444M | https://jcpenney.scene7.com/is/image/JCPenney/DP0819202513051654M
https://www.jcpenney.com/p/nike-womens-crew-neck-short-sleeve-active-t-shirt/ppr5008532185?pTmplType=regular&searchTerm=tshirt,Nike Womens Crew Neck Short Sleeve Active T-Shirt,11.99,30.0,60.0,5.0,1,"Rose Gold White , Birch Heather Bla , Black White , Cannon White , Burgundy Crush Whi","large , xx-large , x-large , small , medium","Nike Sportswear Women's Short-Sleeve T-Shirt. Everyday cotton fabric feels soft and lightweight. Our most popular fit, this comfortable style is perfect for everyday wear. More Details: Body: 100% Cotton, Machine wash, Imported.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Crew Neck | Sleeve Length: Short Sleeve | Fiber Content: 100% Cotton | Fabric Description: Cotton/Polyester | Lining Material: Cotton | Care: Machine Wash, Tumble Dry | Material: Cotton | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0522202507112765M | https://jcpenney.scene7.com/is/image/JCPenney/DP0522202507112975M | https://jcpenney.scene7.com/is/image/JCPenney/DP0617202513043669M | https://jcpenney.scene7.com/is/image/JCPenney/DP0617202513043879M | https://jcpenney.scene7.com/is/image/JCPenney/DP0617202513044086M | https://jcpenney.scene7.com/is/image/JCPenney/DP0617202513043983M | https://jcpenney.scene7.com/is/image/JCPenney/DP0716202513083976M | https://jcpenney.scene7.com/is/image/JCPenney/DP0522202507112870M
https://www.jcpenney.com/p/worthington-womens-crew-neck-short-sleeve-t-shirt/ppr5008600123?pTmplType=regular&searchTerm=tshirt,Worthington Womens Crew Neck Short Sleeve T-Shirt,14.99,34.0,56.0,5.0,2,"Black , Silver Pink , Polar Bear , Natural Taupe , Olive Mystery , White Stripe","petite xx-large , petite medium , large , x-small , xx-large , petite small , petite x-small , petite large , x-large , small , petite x-large , medium","A study in refined simplicity, this Worthington rib tee delivers the kind of quiet luxury that elevates an entire wardrobe. Crafted from a sumptuous 2x2 rib with a silky, elegant hand, its rayon‑rich blend glides along the body with effortless fluidity—soft, sculpting, and incredibly flattering. The clean crew neckline and tailored short sleeves create a sleek, minimalist silhouette—think the perfect underpinning to sharp suiting, offering a smooth, refined base without bulk. Yet its elevated texture and impeccable fit also give it the presence to stand alone, transforming a foundational piece into a subtle statement. This is the tee for the woman who understands that true luxury whispers—never shouts.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Crew Neck | Sleeve Length: Short Sleeve | Sleeve Style: Fitted Sleeve | Apparel Length: 22 Inches | Fiber Content: 61% Rayon, 33% Polyester, 6% Supplex Nylon | Fabric Description: Rib | Care: Machine Wash, Tumble Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0413202613050141M | https://jcpenney.scene7.com/is/image/JCPenney/DP0413202613050246M | https://jcpenney.scene7.com/is/image/JCPenney/DP0413202613050351M
https://www.jcpenney.com/p/st-johns-bay-womens-tall-boat-neck-elbow-sleeve-t-shirt/ppr5008611847?pTmplType=regular&searchTerm=tshirt,St. John's Bay Womens Tall Boat Neck Elbow Sleeve T-Shirt,12.99,28.0,53.0,5.0,1,"Bold Blue , Black , Cabaret Red , Alaskan Blue , Dahlia Purple , Mint Crisp Stripe , Preppy Pink Stripe , Solar Power Yellow","medium tall , large tall , small tall , xx-large tall , x-large tall","This St. John's Bay women's tall t-shirt offers a functional design for your daily essentials. It features a regular fitness, boat neck, and 3/4 sleeves that provide a balanced and comfortable silhouette when worn with slim-fit jeans.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Boat Neck | Sleeve Length: Elbow Sleeve | Sleeve Style: Cap Sleeve | Apparel Length: 27.5 Inches - Front | Fiber Content: 100% Cotton | Fabric Description: Rib Knit | Care: Machine Wash, Tumble Dry | Certifications And Listings: Oeko-Tex Standard 100 | Material: Cotton | Oeko-Tex Standard 100 Label: Kl020 178692 | Oeko-Tex Standard 100 Test Institute: Testex | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1029202509011130M | https://jcpenney.scene7.com/is/image/JCPenney/DP1029202509012174M | https://jcpenney.scene7.com/is/image/JCPenney/DP1029202509011653M
https://www.jcpenney.com/p/berne-lightweight-performance-big-and-tall-mens-crew-neck-short-sleeve-moisture-wicking-pocket-t-shirt/ppr5008216543?pTmplType=regular&searchTerm=tshirt,Berne Lightweight Performance Big and Tall Mens Crew Neck Short Sleeve Moisture Wicking Pocket T-Shirt,19.0,19.0,0%,2.6667,6,"Riptide , Light Gray , Deep Red , Gray , Black , Lichen , Red , Navy , Pine","6x-large , 6x-large tall , large tall , 2x-large tall , 4x-large tall , 5x-large , 3x-large tall , 4x-large , x-large tall , 5x-large tall , 3x-large","The berne performance short sleeve pocket tee is designed to provide you with utmost comfort. With its moisture-wicking technology, sweat dries quickly while its stain release feature keeps you looking fresh and new. The taped neck seam and tagless neck label also prevent chafing.","Features: Moisture Wicking | Closure Type: Pullover Head | Fit: Regular Fit | Industry: Construction | Neckline: Crew Neck | Pocket Types: 1 Chest Slip Pocket(s) | Sleeve Length: Short Sleeve | Fiber Content: 100% Cotton | Fabric Description: Knit | Care: Machine Wash, Line Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0619202407203276M | https://jcpenney.scene7.com/is/image/JCPenney/DP0619202407203174M
https://www.jcpenney.com/p/alfred-dunner-al-fresco-womens-crew-neck-3-4-sleeve-layered-top/ppr5008551089?pTmplType=regular&searchTerm=tshirt,Alfred Dunner Al Fresco Womens Crew Neck 3/4 Sleeve Layered Top,44.62,59.5,25%,5.0,1,Yellow Multi,"petite medium , large , petite small , petite large , x-large , small , petite x-large , medium","This Alfred Dunner women's Al Fresco top adds a chic painterly floral pattern to your ensemble for an easy day to dinnertime outfit. Made from a soft stretch-knit, this pullover top has a removable necklace, a crew neck and 3/4 sleeves. Wear it with pants or jeans.","Included: 1 Necklace(s) | Features: Removable Necklace | Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Crew Neck | Sleeve Length: 3/4 Sleeve | Apparel Length: 24.5 Inches | Fiber Content: 95% Polyester, 5% Spandex | Fabric Description: Knit | Care: Tumble Dry, Machine Wash | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1103202513155037M | https://jcpenney.scene7.com/is/image/JCPenney/DP1103202513155245M | https://jcpenney.scene7.com/is/image/JCPenney/DP1103202513154932M | https://jcpenney.scene7.com/is/image/JCPenney/DP1103202511445232M
https://www.jcpenney.com/p/st-johns-bay-super-soft-mens-crew-neck-short-sleeve-big-and-tall-t-shirt/ppr5008640988?pTmplType=regular&searchTerm=tshirt,St. John's Bay Super Soft Mens Crew Neck Short Sleeve Big and Tall T-Shirt,12.99,25.0,48.0,4.5733,382,"Cadmium Orange Htr , Maine Lobster , Geranium Pink , Maroon","6x-large , medium tall , 2x-large , large tall , 2x-large tall , 4x-large tall , 5x-large , 3x-large tall , 4x-large , x-large tall , 5x-large tall , 1x-large tall , 3x-large","This men's big and tall t-shirt from St. John's Bay is an everyday wardrobe staple to keep in rotation. Cut for a classic-fit, it's made from a soft, cotton-jersey with a crew neckline and short sleeves.","Closure Type: Pullover Head | Fit: Classic Fit | Neckline: Crew Neck | Sleeve Length: Short Sleeve | Fiber Content: 60% Cotton, 40% Polyester | Fabric Description: Jersey | Care: Tumble Dry, Machine Wash | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0204202611025296M | https://jcpenney.scene7.com/is/image/JCPenney/DP0204202611025505M | https://jcpenney.scene7.com/is/image/JCPenney/DP0204202611025401M
https://www.jcpenney.com/p/stylus-womens-mock-neck-short-sleeve-t-shirt/ppr5008597132?pTmplType=regular&searchTerm=tshirt,Stylus Womens Mock Neck Short Sleeve T-Shirt,27.99,40.0,30%,4.0,2,"Laurel Wreath , Black , Oatmeal Heather , Cedarwood","large , x-small , xx-large , x-large , small , medium","This Stylus women's mock neck tee gives you the ultimate sporty chic feel. Made from stretch-scuba, this pullover top has a sleek, minimal aesthetic with sculpted short sleeves. Wear it with shorts, jeans or jogger pants.","Closure Type: Pullover Head | Fit: Regular Fit | Neckline: Mock Neck | Sleeve Length: Short Sleeve | Sleeve Style: Drop-Shoulder Sleeve | Apparel Length: 24.75 Inches - Back, 23 Inches - Front | Fiber Content: 47% Modal, 46% Polyester, 7% Spandex | Fabric Description: Scuba | Care: Machine Wash, Tumble Dry | Material: Scuba | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1124202509050585M | https://jcpenney.scene7.com/is/image/JCPenney/DP1124202509050984M | https://jcpenney.scene7.com/is/image/JCPenney/DP1124202509051385M
https://www.jcpenney.com/p/mutual-weave-mens-crew-neck-short-sleeve-big-and-tall-t-shirt/ppr5008548681?pTmplType=regular&searchTerm=tshirt,mutual weave Mens Crew Neck Short Sleeve Big and Tall T-Shirt,11.99,25.0,52.0,4.3333,3,"Cafe Au Lait , Montana Green , Pacific Seafoam , Faded Denim , Tennyson Brown , Soho Green , Silver Fern , Black , Spice","6x-large , medium tall , 2x-large , large tall , 2x-large tall , 4x-large tall , 5x-large , 3x-large tall , 4x-large , x-large tall , 5x-large tall , 1x-large tall , 3x-large","Essential, versatile, and comfortable, this big and tall men's t-shirt from mutual weave will get along with everything in your casual wardrobe. Made from soft cotton-jersey, it has a crew neck, short sleeves, and a chest pocket. Wear it with everything from joggers to tailored pants.","Closure Type: Pullover Head | Fit: Classic Fit | Neckline: Crew Neck | Pocket Types: 1 Chest Slip Pocket(s) | Sleeve Length: Short Sleeve | Fiber Content: 100% Cotton | Fabric Description: Slubbed, Jersey | Care: Tumble Dry, Machine Wash | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1223202513075744M | https://jcpenney.scene7.com/is/image/JCPenney/DP1223202513075848M | https://jcpenney.scene7.com/is/image/JCPenney/DP1223202513075641M
https://www.jcpenney.com/p/st-johns-bay-super-soft-mens-v-neck-short-sleeve-quick-dry-big-and-tall-t-shirt/ppr5008392018?pTmplType=regular&searchTerm=tshirt,St. John's Bay Super Soft Mens V Neck Short Sleeve Quick Dry Big and Tall T-Shirt,12.99,25.0,48.0,4.7667,60,"Black , White , Signature Navy , Oatmeal Htr , Charcoal Htr","6x-large , medium tall , 2x-large , large tall , 2x-large tall , 4x-large tall , 5x-large , 3x-large tall , 4x-large , x-large tall , 5x-large tall , 1x-large tall , 3x-large","This St. John's Bay men's big and tall short-sleeve t-shirt makes casual style effortless. Made from a soft cotton-jersey blend with recycled fabric and quick-dry properties, this pullover v-neck tee has a comfortable regular-fit. Wear it with jeans and sneakers.","Features: Quick Dry, Moisture Wicking | Closure Type: Pullover Head | Fit: Classic Fit | Neckline: V Neck | Sleeve Length: Short Sleeve | Apparel Length: 29 Inches | Fiber Content: 60% Cotton, 40% Recycled Polyester | Fabric Description: Jersey | Care: Machine Wash, Tumble Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP1124202207172909M | https://jcpenney.scene7.com/is/image/JCPenney/DP0515202615114078M | https://jcpenney.scene7.com/is/image/JCPenney/DP0515202615113869M | https://jcpenney.scene7.com/is/image/JCPenney/DP0515202615113974M
https://www.jcpenney.com/p/alfred-dunner-natural-wonder-womens-crew-neck-3-4-sleeve-t-shirt/ppr5008595548?pTmplType=regular&searchTerm=tshirt,Alfred Dunner Natural Wonder Womens Crew Neck 3/4 Sleeve T-Shirt,52.12,69.5,25%,5.0,1,Multi,"petite medium , large , petite small , petite large , x-large , small , petite x-large , medium","This Alfred Dunner women's Natural Wonder t-shirt is the perfect chic dressy number for a summer vacation or drinks outing. Made from a cotton blend, this pullover tee has a crochet design with a crew neck, scalloped trims and semi-sheer sleeves. Wear it with pants or capris.","Fit: Regular Fit | Neckline: Crew Neck | Sleeve Length: 3/4 Sleeve | Apparel Length: 24.5 Inches | Fiber Content: 60% Cotton, 40% Acrylic | Care: Machine Wash, Tumble Dry | Country of Origin: Imported",https://jcpenney.scene7.com/is/image/JCPenney/DP0409202607160877M | https://jcpenney.scene7.com/is/image/JCPenney/DP0409202607160772M | https://jcpenney.scene7.com/is/image/JCPenney/DP0409202607160982M | https://jcpenney.scene7.com/is/image/JCPenney/DP0409202607161087M
